Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
UTILITARIO,41.86,80,290,26900.0,225,Keyton Q2 EV,https://www.autoblog.com.uy/2024/09/lanzamiento-keyton-q2-ev.html
