Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
SUV,1.73,205,180,54900.0,330,Nissan X-Trail e-Power,https://www.autoblog.com.uy/2023/03/lanzamiento-nissan-x-trail-e-power.html
