Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
SUV,34.5,341,180,54900.0,49,DFSK Seres SF5,https://www.autoblog.com.uy/2022/03/lanzamiento-dfsk-seres-sf5.html
