Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
UTILITARIO,64,163,335,41500.0,240,Maxus eDeliver 5 SWB L2H2,https://www.autoblog.com.uy/2026/02/lanzamiento-maxus-edeliver-5-swb-l2h2.html
