Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
UTILITARIO,81,136,366,72000.0,400,Mercedes-Benz eSprinter,https://www.autoblog.com.uy/2025/03/lanzamiento-mercedes-benz-esprinter.html
