Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
SUV,108,408,701,118000.0,700,BMW iX LCI,https://www.autoblog.com.uy/2025/09/lanzamiento-bmw-ix-lci-facelift.html
