Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
SEDAN,108.4,333,563,165000.0,565,Mercedes-Benz EQS,https://www.autoblog.com.uy/2023/10/lanzamiento-mercedes-benz-eqs.html
