Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
UTILITARIO,77,174,229,48900.0,330,Foton e-Toano Pro,https://www.autoblog.com.uy/2025/10/lanzamiento-foton-e-toano-pro.html
