Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
UTILITARIO,41.86,80,190,28900.0,225,Keyton Q2 Pick-Up y Box Refrigerado,https://www.autoblog.com.uy/2025/03/lanzamiento-keyton-q2-pick-up-y-box.html
