Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
UTILITARIO,89,204,353,68900.0,310,Maxus eDeliver 9 Minibus,https://www.autoblog.com.uy/2023/11/lanzamiento-maxus-edeliver-9-minibus.html
