Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
HATCHBACK,64,204,385,32900.0,250,MG4,https://www.autoblog.com.uy/2023/10/lanzamiento-mg4.html
