Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
UTILITARIO,22.5,67,170,34900.0,200,Peugeot Partner y Partner Tepee Electric,https://www.autoblog.com.uy/2018/05/lanzamiento-peugeot-partner-y-partner.html
