Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
UTILITARIO,53.58,80,200,25900.0,220,New Gonow e-MCV DM20,https://www.autoblog.com.uy/2025/07/lanzamiento-new-gonow-e-mcv-dm20.html
