Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
HATCHBACK,32.6,184,234,45900.0,270,MINI Cooper SE Hatch 3 Door Resolute Edition A/T,https://www.autoblog.com.uy/2022/07/lanzamiento-mini-cooper-se-hatch-3-door.html
