Tipo,Bateria_kWh,Potencia_CV,Autonomia_km,Precio_USD,Torque_Nm,Vehículo,Link
SEDAN,105,435,601,175000.0,610,Porsche Taycan Cross Turismo MY2026,https://www.autoblog.com.uy/2025/04/lanzamiento-porsche-taycan-cross.html
